investor_id,Average_Gap_Days,Total_Transactions,Total_Investment,SIP_Status
INV004434,45.72727272727273,12,1582842,At Risk
INV004435,129.33333333333334,4,614221,At Risk
INV004436,53.857142857142854,8,1055410,At Risk
INV004437,51.285714285714285,8,2093417,At Risk
INV004438,89.0,2,24578,At Risk
INV004439,57.8,6,662448,At Risk
INV004440,67.8,6,358808,At Risk
INV004441,92.25,5,62582,At Risk
INV004442,41.6,11,2000820,At Risk
INV004443,42.0,11,1919828,At Risk
INV004444,24.0,3,558647,Active
INV004445,85.2,6,1017751,At Risk
INV004446,45.1,11,812785,At Risk
INV004447,33.22222222222222,10,1029931,Active
INV004448,49.285714285714285,8,922285,At Risk
INV004449,86.66666666666667,4,14561,At Risk
INV004450,33.90909090909091,12,1699827,Active
INV004451,60.42857142857143,8,243754,At Risk
INV004452,48.6,11,1374073,At Risk
INV004453,52.25,5,718456,At Risk
INV004454,49.2,11,1808336,At Risk
INV004455,33.36363636363637,12,1998798,Active
INV004456,162.0,2,49102,At Risk
INV004457,47.7,11,1630499,At Risk
INV004458,29.4,6,1393899,Active
INV004459,39.5,11,841499,At Risk
INV004460,34.0,11,422217,Active
INV004461,32.375,9,1445017,Active
INV004462,203.5,3,57249,At Risk
INV004463,52.666666666666664,10,1115800,At Risk
INV004464,53.57142857142857,8,623631,At Risk
INV004465,44.8,11,816324,At Risk
INV004466,51.333333333333336,10,1733174,At Risk
INV004467,48.57142857142857,8,834394,At Risk
INV004468,57.625,9,552875,At Risk
INV004469,172.5,3,206958,At Risk
INV004470,,1,108088,Active
INV004471,148.0,4,20376,At Risk
INV004472,49.9,11,883740,At Risk
INV004473,48.888888888888886,10,553762,At Risk
INV004474,66.66666666666667,7,374111,At Risk
INV004475,40.7,11,954423,At Risk
INV004476,56.75,9,714123,At Risk
INV004477,45.666666666666664,10,628769,At Risk
INV004478,107.5,3,937295,At Risk
INV004479,71.0,5,126983,At Risk
INV004480,,1,2048,Active
INV004481,31.75,9,1069905,Active
INV004482,70.28571428571429,8,1080314,At Risk
INV004483,83.6,6,997574,At Risk
INV004484,35.22222222222222,10,1187083,At Risk
INV004485,57.0,5,449117,At Risk
INV004486,77.0,6,1010601,At Risk
INV004487,19.666666666666668,7,1599960,Active
INV004488,111.75,5,47070,At Risk
INV004489,64.75,5,585919,At Risk
INV004490,71.5,5,327362,At Risk
INV004491,118.5,5,908386,At Risk
INV004492,61.333333333333336,7,555512,At Risk
INV004493,50.3,11,1847054,At Risk
INV004494,142.0,4,270632,At Risk
INV004495,67.71428571428571,8,915072,At Risk
INV004496,49.7,11,1753950,At Risk
INV004497,45.63636363636363,12,1695293,At Risk
INV004498,76.33333333333333,7,482390,At Risk
INV004499,,1,451088,Active
INV004500,76.0,5,1253486,At Risk
INV004501,18.0,2,63824,Active
INV004502,44.7,11,1153295,At Risk
INV004503,48.0,2,39450,At Risk
INV004504,42.888888888888886,10,916987,At Risk
INV004505,43.0,11,1213997,At Risk
INV004506,96.75,5,611072,At Risk
INV004507,,1,2116,Active
INV004508,42.6,11,1661712,At Risk
INV004509,81.6,6,525655,At Risk
INV004510,78.66666666666667,7,1478126,At Risk
INV004511,66.83333333333333,7,191143,At Risk
INV004512,,1,4709,Active
INV004513,53.44444444444444,10,1529551,At Risk
INV004514,84.8,6,408857,At Risk
INV004515,50.142857142857146,8,1254594,At Risk
INV004516,123.5,5,419462,At Risk
INV004517,61.857142857142854,8,819629,At Risk
INV004518,70.83333333333333,7,378413,At Risk
INV004519,68.66666666666667,7,1319572,At Risk
INV004520,65.0,7,825770,At Risk
INV004521,33.0,12,1496071,Active
INV004522,93.8,6,1418283,At Risk
INV004523,48.44444444444444,10,1131920,At Risk
INV004524,148.33333333333334,4,753265,At Risk
INV004525,120.66666666666667,4,749764,At Risk
INV004526,37.888888888888886,10,1197242,At Risk
INV004527,50.875,9,1079597,At Risk
INV004528,54.0,7,138706,At Risk
INV004529,65.71428571428571,8,965533,At Risk
INV004530,45.333333333333336,4,562405,At Risk
INV004531,47.55555555555556,10,548416,At Risk
INV004532,59.0,2,277701,At Risk
INV004533,53.714285714285715,8,431626,At Risk
INV004534,49.375,9,601022,At Risk
INV004535,446.0,2,43363,At Risk
INV004536,90.0,2,77635,At Risk
INV004537,81.0,4,533928,At Risk
INV004538,,1,3436,Active
INV004539,54.0,4,780682,At Risk
INV004540,33.45454545454545,12,1559804,Active
INV004541,,1,2645,Active
INV004542,32.6,11,1432222,Active
INV004543,128.5,3,95022,At Risk
INV004544,48.875,9,1706696,At Risk
INV004545,42.0,7,1006077,At Risk
INV004546,103.0,5,96956,At Risk
INV004547,41.1,11,1820145,At Risk
INV004548,99.8,6,1061900,At Risk
INV004549,67.8,6,86528,At Risk
INV004550,,1,284417,Active
INV004551,46.75,9,1216353,At Risk
INV004552,306.0,2,214341,At Risk
INV004553,56.125,9,1250883,At Risk
INV004554,56.666666666666664,4,943211,At Risk
INV004555,42.0,10,392122,At Risk
INV004556,278.0,2,295967,At Risk
INV004557,108.0,5,203164,At Risk
INV004558,97.0,4,639125,At Risk
INV004559,173.0,3,795341,At Risk
INV004560,43.0,10,213520,At Risk
INV004561,186.5,3,11520,At Risk
INV004562,52.375,9,1174298,At Risk
INV004563,55.888888888888886,10,1009125,At Risk
INV004564,356.0,2,107377,At Risk
INV004565,77.83333333333333,7,1815703,At Risk
INV004566,76.5,5,446712,At Risk
INV004567,76.33333333333333,7,716596,At Risk
INV004568,59.5,5,662519,At Risk
INV004569,123.0,3,848167,At Risk
INV004570,97.5,3,49396,At Risk
INV004571,,1,330657,Active
INV004572,,1,16694,Active
INV004573,52.25,5,28264,At Risk
INV004574,36.54545454545455,12,921702,At Risk
INV004575,165.0,3,472040,At Risk
INV004576,60.857142857142854,8,609972,At Risk
INV004577,,1,58369,Active
INV004578,58.4,6,661761,At Risk
INV004579,31.0,11,530141,Active
INV004580,,1,5856,Active
INV004581,63.125,9,272081,At Risk
INV004582,50.5,11,2000509,At Risk
INV004583,78.66666666666667,7,1161551,At Risk
INV004584,34.25,9,1609588,Active
INV004585,106.75,5,211447,At Risk
INV004586,71.0,2,233100,At Risk
INV004587,71.83333333333333,7,2059023,At Risk
INV004588,151.0,3,600160,At Risk
INV004589,47.333333333333336,10,1207302,At Risk
INV004590,204.0,2,421829,At Risk
INV004591,48.5,9,1951005,At Risk
INV004592,45.75,9,606640,At Risk
INV004593,48.0,11,1494323,At Risk
INV004594,43.27272727272727,12,1392851,At Risk
INV004595,37.375,9,878756,At Risk
INV004596,68.75,5,214856,At Risk
INV004597,,1,11959,Active
INV004598,38.27272727272727,12,1679058,At Risk
INV004599,112.0,3,593442,At Risk
INV004600,48.4,11,1378135,At Risk
INV004601,155.66666666666666,4,1022856,At Risk
INV004602,43.36363636363637,12,326765,At Risk
INV004603,,1,12698,Active
INV004604,69.75,5,36401,At Risk
INV004605,49.3,11,2882975,At Risk
INV004606,43.285714285714285,8,834714,At Risk
INV004607,49.0,9,354226,At Risk
INV004608,42.77777777777778,10,693042,At Risk
INV004609,81.8,6,160014,At Risk
INV004610,159.0,3,867914,At Risk
INV004611,33.4,11,979348,Active
INV004612,169.0,2,330658,At Risk
INV004613,,1,224955,Active
INV004614,49.75,9,731020,At Risk
INV004615,383.0,2,1579,At Risk
INV004616,69.42857142857143,8,732519,At Risk
INV004617,43.18181818181818,12,793775,At Risk
INV004618,57.0,2,152275,At Risk
INV004619,45.666666666666664,10,1420122,At Risk
INV004620,196.0,2,3860,At Risk
INV004621,39.45454545454545,12,888515,At Risk
INV004622,117.75,5,318000,At Risk
INV004623,61.6,6,706095,At Risk
INV004624,,1,2564,Active
INV004625,48.2,11,973283,At Risk
INV004626,72.2,6,1080856,At Risk
INV004627,48.625,9,902577,At Risk
INV004628,,1,3259,Active
INV004629,41.09090909090909,12,1382676,At Risk
INV004630,36.81818181818182,12,360089,At Risk
INV004631,47.0,11,533673,At Risk
INV004632,120.0,5,261324,At Risk
INV004633,45.09090909090909,12,1255819,At Risk
INV004634,65.6,6,515733,At Risk
INV004635,44.0,9,418031,At Risk
INV004636,41.3,11,1149651,At Risk
INV004637,131.33333333333334,4,469385,At Risk
INV004638,43.1,11,950906,At Risk
INV004639,57.857142857142854,8,1856350,At Risk
INV004640,42.2,11,1331991,At Risk
INV004641,37.666666666666664,10,799766,At Risk
INV004642,65.83333333333333,7,361161,At Risk
INV004643,37.0,9,1363962,At Risk
INV004644,49.5,5,915403,At Risk
INV004645,148.5,3,418325,At Risk
INV004646,48.375,9,491186,At Risk
INV004647,54.875,9,485138,At Risk
INV004648,39.666666666666664,7,833601,At Risk
INV004649,120.33333333333333,4,549973,At Risk
INV004650,44.888888888888886,10,958629,At Risk
INV004651,47.77777777777778,10,1587879,At Risk
INV004652,55.0,3,312077,At Risk
INV004653,70.42857142857143,8,2005609,At Risk
INV004654,64.71428571428571,8,917603,At Risk
INV004655,56.714285714285715,8,768613,At Risk
INV004656,80.5,7,1150039,At Risk
INV004657,144.5,3,925278,At Risk
INV004658,,1,17258,Active
INV004659,44.0,9,1327466,At Risk
INV004660,72.16666666666667,7,1041395,At Risk
INV004661,48.8,11,1082477,At Risk
INV004662,184.0,2,112221,At Risk
INV004663,5.0,2,428171,Active
INV004664,62.833333333333336,7,934669,At Risk
INV004665,46.333333333333336,10,1363906,At Risk
INV004666,70.2,6,1812092,At Risk
INV004667,95.33333333333333,4,145138,At Risk
INV004668,145.0,4,566705,At Risk
INV004669,58.4,6,695444,At Risk
INV004670,,1,27277,Active
INV004671,,1,81282,Active
INV004672,44.4,11,1153769,At Risk
INV004673,46.142857142857146,8,1089042,At Risk
INV004674,130.0,3,324077,At Risk
INV004675,,1,515,Active
INV004676,143.5,3,233068,At Risk
INV004677,112.0,5,468918,At Risk
INV004678,82.66666666666667,7,670944,At Risk
INV004679,110.0,5,129804,At Risk
INV004680,40.42857142857143,8,299927,At Risk
INV004681,118.0,4,380966,At Risk
INV004682,33.8,11,814169,Active
INV004683,253.0,2,33711,At Risk
INV004684,201.0,3,47338,At Risk
INV004685,,1,544,Active
INV004686,40.0,4,848421,At Risk
INV004687,62.0,6,643945,At Risk
INV004688,45.0,10,1520900,At Risk
INV004689,48.0,7,1055229,At Risk
INV004690,,1,2666,Active
INV004691,54.375,9,1846520,At Risk
INV004692,44.81818181818182,12,2189557,At Risk
INV004693,59.142857142857146,8,739176,At Risk
INV004694,73.16666666666667,7,210503,At Risk
INV004695,55.333333333333336,10,1447070,At Risk
INV004696,70.25,5,466350,At Risk
INV004697,237.0,3,149303,At Risk
INV004698,102.0,5,473353,At Risk
INV004699,83.0,5,548946,At Risk
INV004700,75.25,5,442344,At Risk
INV004701,46.8,11,899838,At Risk
INV004702,131.66666666666666,4,424030,At Risk
INV004703,110.75,5,572584,At Risk
INV004704,43.09090909090909,12,1205549,At Risk
INV004705,102.5,3,289261,At Risk
INV004706,,1,386414,Active
INV004707,,1,2783,Active
INV004708,,1,36865,Active
INV004709,67.4,6,715565,At Risk
INV004710,,1,24587,Active
INV004711,54.375,9,935437,At Risk
INV004712,37.2,11,1381171,At Risk
INV004713,83.0,2,357605,At Risk
INV004714,181.0,2,784505,At Risk
INV004715,48.714285714285715,8,251625,At Risk
INV004716,55.5,9,642691,At Risk
INV004717,123.75,5,525422,At Risk
INV004718,64.0,4,585216,At Risk
INV004719,38.6,6,503820,At Risk
INV004720,52.142857142857146,8,1450434,At Risk
INV004721,232.0,3,89677,At Risk
INV004722,54.25,9,996507,At Risk
INV004723,99.0,3,296745,At Risk
INV004724,68.0,6,867391,At Risk
INV004725,121.0,3,18338,At Risk
INV004726,227.0,3,1330380,At Risk
INV004727,203.0,2,11936,At Risk
INV004728,68.5,3,584295,At Risk
INV004729,94.5,5,1423827,At Risk
INV004730,148.5,3,370031,At Risk
INV004731,55.666666666666664,7,1719737,At Risk
INV004732,,1,69352,Active
INV004733,37.54545454545455,12,2290878,At Risk
INV004734,61.5,7,929324,At Risk
INV004735,94.8,6,1139035,At Risk
INV004736,117.66666666666667,4,454516,At Risk
INV004737,44.63636363636363,12,612964,At Risk
INV004738,46.6,11,1398864,At Risk
INV004739,59.875,9,1385265,At Risk
INV004740,100.75,5,468976,At Risk
INV004741,50.44444444444444,10,1212496,At Risk
INV004742,60.666666666666664,7,624693,At Risk
INV004743,250.5,3,358421,At Risk
INV004744,46.625,9,1570939,At Risk
INV004745,54.142857142857146,8,1414275,At Risk
INV004746,458.0,2,355459,At Risk
INV004747,92.8,6,297345,At Risk
INV004748,59.42857142857143,8,768889,At Risk
INV004749,136.66666666666666,4,729027,At Risk
INV004750,101.25,5,314858,At Risk
INV004751,145.33333333333334,4,357773,At Risk
INV004752,57.333333333333336,7,444922,At Risk
INV004753,39.0,11,1022728,At Risk
INV004754,58.714285714285715,8,975325,At Risk
INV004755,40.77777777777778,10,1100548,At Risk
INV004756,47.2,11,1852576,At Risk
INV004757,,1,1189,Active
INV004758,124.33333333333333,4,92798,At Risk
INV004759,183.0,3,9642,At Risk
INV004760,63.333333333333336,4,126328,At Risk
INV004761,41.0,10,933937,At Risk
INV004762,,1,1177,Active
INV004763,45.54545454545455,12,1189654,At Risk
INV004764,41.5,11,1056022,At Risk
INV004765,111.5,5,574684,At Risk
INV004766,,1,801,Active
INV004767,83.0,5,621077,At Risk
INV004768,22.0,4,716396,Active
INV004769,57.57142857142857,8,647453,At Risk
INV004770,46.63636363636363,12,452701,At Risk
INV004771,75.66666666666667,7,661523,At Risk
INV004772,68.5,5,469992,At Risk
INV004773,,1,476,Active
INV004774,53.375,9,2171643,At Risk
INV004775,159.66666666666666,4,59264,At Risk
INV004776,51.0,10,589121,At Risk
INV004777,164.5,3,433269,At Risk
INV004778,68.75,5,1166722,At Risk
INV004779,180.5,3,392890,At Risk
INV004780,41.18181818181818,12,982879,At Risk
INV004781,100.25,5,155915,At Risk
INV004782,,1,6625,Active
INV004783,106.33333333333333,4,990298,At Risk
INV004784,84.8,6,445566,At Risk
INV004785,62.142857142857146,8,561689,At Risk
INV004786,119.25,5,20561,At Risk
INV004787,54.77777777777778,10,771152,At Risk
INV004788,124.5,3,455747,At Risk
INV004789,,1,321192,Active
INV004790,35.25,9,1823529,At Risk
INV004791,119.75,5,216425,At Risk
INV004792,131.5,3,430905,At Risk
INV004793,285.0,2,395878,At Risk
INV004794,52.111111111111114,10,2553955,At Risk
INV004795,56.0,3,339658,At Risk
INV004796,28.833333333333332,7,489499,Active
INV004797,50.5,11,1940212,At Risk
INV004798,53.0,9,184708,At Risk
INV004799,76.0,3,44606,At Risk
INV004800,110.0,2,416479,At Risk
INV004801,81.4,6,902592,At Risk
INV004802,36.0,11,1485920,At Risk
INV004803,83.2,6,693592,At Risk
INV004804,37.09090909090909,12,1676567,At Risk
INV004805,36.375,9,727334,At Risk
INV004806,93.0,2,18923,At Risk
INV004807,51.55555555555556,10,269058,At Risk
INV004808,75.66666666666667,4,155794,At Risk
INV004809,94.0,2,276824,At Risk
INV004810,137.5,3,877492,At Risk
INV004811,40.36363636363637,12,1245509,At Risk
INV004812,50.6,6,808877,At Risk
INV004813,40.7,11,1375820,At Risk
INV004814,99.33333333333333,4,22756,At Risk
INV004815,199.0,3,52927,At Risk
INV004816,89.33333333333333,4,612809,At Risk
INV004817,95.2,6,283201,At Risk
INV004818,44.0,10,925238,At Risk
INV004819,42.1,11,612413,At Risk
INV004820,59.75,5,908758,At Risk
INV004821,30.88888888888889,10,1527658,Active
INV004822,44.111111111111114,10,943934,At Risk
INV004823,51.75,9,1331488,At Risk
INV004824,190.0,2,517684,At Risk
INV004825,46.666666666666664,10,846331,At Risk
INV004826,44.3,11,1724954,At Risk
INV004827,63.666666666666664,7,547028,At Risk
INV004828,49.666666666666664,7,635713,At Risk
INV004829,67.0,6,504522,At Risk
INV004830,70.8,6,832216,At Risk
INV004831,83.83333333333333,7,1260158,At Risk
INV004832,129.0,4,929368,At Risk
INV004833,42.45454545454545,12,1816275,At Risk
INV004834,34.333333333333336,10,224990,Active
INV004835,60.5,9,1474494,At Risk
INV004836,48.22222222222222,10,1749197,At Risk
INV004837,74.5,7,370860,At Risk
INV004838,,1,199724,Active
INV004839,110.5,3,318164,At Risk
INV004840,39.27272727272727,12,1209054,At Risk
INV004841,52.44444444444444,10,1599842,At Risk
INV004842,46.333333333333336,4,404792,At Risk
INV004843,50.857142857142854,8,74856,At Risk
INV004844,44.44444444444444,10,659091,At Risk
INV004845,47.2,11,1606009,At Risk
INV004846,59.5,7,420817,At Risk
INV004847,55.125,9,804325,At Risk
INV004848,45.3,11,710604,At Risk
INV004849,39.0,10,1478614,At Risk
INV004850,38.36363636363637,12,1658005,At Risk
INV004851,65.66666666666667,7,1271183,At Risk
INV004852,105.75,5,504397,At Risk
INV004853,57.5,7,592218,At Risk
INV004854,96.0,6,341069,At Risk
INV004855,34.1,11,1349510,Active
INV004856,81.5,5,347639,At Risk
INV004857,70.33333333333333,7,1354411,At Risk
INV004858,67.0,7,836713,At Risk
INV004859,,1,85938,Active
INV004860,49.0,9,642763,At Risk
INV004861,159.0,3,282094,At Risk
INV004862,273.0,2,13573,At Risk
INV004863,47.111111111111114,10,659321,At Risk
INV004864,38.45454545454545,12,1369653,At Risk
INV004865,45.8,11,772530,At Risk
INV004866,36.888888888888886,10,1557603,At Risk
INV004867,100.5,5,349113,At Risk
INV004868,36.09090909090909,12,1268135,At Risk
INV004869,23.666666666666668,4,677195,Active
INV004870,34.0,4,761615,Active
INV004871,45.90909090909091,12,1371152,At Risk
INV004872,199.0,3,586686,At Risk
INV004873,,1,92137,Active
INV004874,46.77777777777778,10,2316233,At Risk
INV004875,58.625,9,800814,At Risk
INV004876,82.0,6,112730,At Risk
INV004877,80.5,7,74162,At Risk
INV004878,,1,2870,Active
INV004879,,1,17890,Active
INV004880,58.2,6,87589,At Risk
INV004881,99.75,5,498410,At Risk
INV004882,69.5,3,432459,At Risk
INV004883,58.0,3,21233,At Risk
INV004884,124.0,3,8024,At Risk
INV004885,42.81818181818182,12,2290943,At Risk
INV004886,65.8,6,889382,At Risk
INV004887,57.142857142857146,8,963334,At Risk
INV004888,53.5,7,818116,At Risk
INV004889,44.7,11,1177321,At Risk
INV004890,118.33333333333333,4,64547,At Risk
INV004891,43.0,12,1077080,At Risk
INV004892,58.285714285714285,8,485589,At Risk
INV004893,27.0,5,528994,Active
INV004894,55.75,5,96661,At Risk
INV004895,81.66666666666667,4,329377,At Risk
INV004896,39.72727272727273,12,1363020,At Risk
INV004897,,1,25684,Active
INV004898,321.0,2,357562,At Risk
INV004899,67.0,8,409623,At Risk
INV004900,42.285714285714285,8,809440,At Risk
INV004901,41.5,9,582402,At Risk
INV004902,190.5,3,440704,At Risk
INV004903,86.2,6,410645,At Risk
INV004904,101.0,4,534481,At Risk
INV004905,295.0,2,325283,At Risk
INV004906,95.0,5,1157361,At Risk
INV004907,84.0,5,343737,At Risk
INV004908,74.4,6,195099,At Risk
INV004909,,1,541,Active
INV004910,47.666666666666664,10,1591241,At Risk
INV004911,34.72727272727273,12,1222820,Active
INV004912,116.0,5,258425,At Risk
INV004913,48.333333333333336,10,1271523,At Risk
INV004914,60.875,9,1607563,At Risk
INV004915,56.888888888888886,10,1457657,At Risk
INV004916,54.111111111111114,10,782928,At Risk
INV004917,59.285714285714285,8,152977,At Risk
INV004918,55.111111111111114,10,1104101,At Risk
INV004919,50.5,11,2063519,At Risk
INV004920,69.5,5,17285,At Risk
INV004921,,1,489,Active
INV004922,39.0,12,2293919,At Risk
INV004923,81.0,5,356082,At Risk
INV004924,53.111111111111114,10,575000,At Risk
INV004925,51.0,10,754424,At Risk
INV004926,43.63636363636363,12,1042484,At Risk
INV004927,39.18181818181818,12,1889536,At Risk
INV004928,21.0,2,367398,Active
INV004929,113.0,5,556761,At Risk
INV004930,75.0,6,850158,At Risk
INV004931,213.0,2,2155,At Risk
INV004932,52.25,9,1342824,At Risk
INV004933,45.333333333333336,7,673279,At Risk
INV004934,47.142857142857146,8,746264,At Risk
INV004935,51.0,4,626836,At Risk
INV004936,,1,106664,Active
INV004937,306.0,2,239501,At Risk
INV004938,70.0,6,180517,At Risk
INV004939,38.81818181818182,12,1759694,At Risk
INV004940,160.0,2,432107,At Risk
INV004941,,1,310085,Active
INV004942,25.6,6,352117,Active
INV004943,99.25,5,533361,At Risk
INV004944,108.33333333333333,4,195593,At Risk
INV004945,58.375,9,1383928,At Risk
INV004946,244.0,2,190062,At Risk
INV004947,44.55555555555556,10,804691,At Risk
INV004948,54.714285714285715,8,882052,At Risk
INV004949,34.333333333333336,4,278742,Active
INV004950,73.16666666666667,7,948403,At Risk
INV004951,73.6,6,229584,At Risk
INV004952,66.75,5,902829,At Risk
INV004953,44.77777777777778,10,615692,At Risk
INV004954,102.5,5,330523,At Risk
INV004955,76.66666666666667,4,286343,At Risk
INV004956,41.4,11,511011,At Risk
INV004957,68.57142857142857,8,1258198,At Risk
INV004958,62.714285714285715,8,378491,At Risk
INV004959,44.25,9,1102137,At Risk
INV004960,47.75,5,465048,At Risk
INV004961,59.125,9,1111627,At Risk
INV004962,38.77777777777778,10,1629784,At Risk
INV004963,73.33333333333333,7,518246,At Risk
INV004964,105.0,4,499279,At Risk
INV004965,168.0,2,247730,At Risk
INV004966,91.0,2,365330,At Risk
INV004967,57.857142857142854,8,483890,At Risk
INV004968,24.5,7,191640,Active
INV004969,46.0,9,1387819,At Risk
